Year,State,State_Name,Percent_Adults,LowCI,HighCI,Sample_Size,Age,Education,Gender,Income,Race,Category,Sub_Category,status,Region
2019,US,National,21.6,20.9,22.4,36583.0,25 - 34,,,,,Age (years),25 - 34,Veggies Deficient,Other
2019,US,National,15.1,14.7,15.5,114042.0,,,,"$75,000 or greater",,Income,"$75,000 or greater",Inactive,Other
2019,US,National,34.2,33.1,35.4,31898.0,,,,"$25,000 - $34,999",,Income,"$25,000 - $34,999",Overweight,Other
2019,US,National,36.7,36.1,37.3,104724.0,,Some college or technical school,,,,Education,Some college or technical school,Physical Training,Other
2019,US,National,23.4,22.6,24.2,37100.0,25 - 34,,,,,Age (years),25 - 34,Active and Physical Training,Other
2019,US,National,30.4,30.1,30.7,287685.0,,,,,Non-Hispanic White,Race/Ethnicity,Non-Hispanic White,Obese,Other
2019,US,National,43.8,42.7,44.9,26643.0,,Less than high school,,,,Education,Less than high school,Inactive,Other
2019,US,National,32.8,32.2,33.3,105418.0,,Some college or technical school,,,,Education,Some college or technical school,Obese,Other
2019,US,National,51.8,49.6,53.9,7321.0,,,,,Asian,Race/Ethnicity,Asian,Active,Other
2019,US,National,30.7,30.1,31.3,94731.0,,High school graduate,,,,Education,High school graduate,Very Active,Other
2019,US,National,49.7,48.9,50.5,50893.0,45 - 54,,,,,Age (years),45 - 54,Active,Other
2019,US,National,36.2,35.3,37.0,50819.0,,,,"$50,000 - $74,999",,Income,"$50,000 - $74,999",Physical Training,Other
2019,US,National,38.6,37.8,39.4,59416.0,,,,Data not reported,,Income,Data not reported,Fruits Deficient,Other
2019,US,National,43.6,43.0,44.2,94917.0,,High school graduate,,,,Education,High school graduate,Fruits Deficient,Other
2019,US,National,44.2,43.0,45.4,26412.0,,,,"Less than $15,000",,Income,"Less than $15,000",Fruits Deficient,Other
2019,US,National,36.3,35.7,36.8,109748.0,,,,"$75,000 or greater",,Income,"$75,000 or greater",Fruits Deficient,Other
2019,US,National,36.0,34.0,38.0,7419.0,,,,,Asian,Race/Ethnicity,Asian,Fruits Deficient,Other
2019,US,National,42.0,41.2,42.9,37415.0,25 - 34,,,,,Age (years),25 - 34,Fruits Deficient,Other
2019,US,National,40.9,39.7,42.0,24132.0,,Less than high school,,,,Education,Less than high school,Fruits Deficient,Other
2019,US,National,37.2,36.1,38.2,26800.0,,,,,Hispanic,Race/Ethnicity,Hispanic,Fruits Deficient,Other
2019,US,National,38.6,36.5,40.7,7313.0,,,,,2 or more races,Race/Ethnicity,2 or more races,Fruits Deficient,Other
2019,US,National,36.1,32.6,39.7,2627.0,,,,,Other,Race/Ethnicity,Other,Fruits Deficient,Other
2019,US,National,41.2,40.3,42.1,46217.0,,,,"$15,000 - $24,999",,Income,"$15,000 - $24,999",Fruits Deficient,Other
2019,US,National,44.2,43.1,45.4,21463.0,18 - 24,,,,,Age (years),18 - 24,Fruits Deficient,Other
2019,US,National,33.0,32.5,33.5,141968.0,,College graduate,,,,Education,College graduate,Fruits Deficient,Other
2019,US,National,42.9,41.9,44.0,26472.0,,,,,Non-Hispanic Black,Race/Ethnicity,Non-Hispanic Black,Fruits Deficient,Other
2019,US,National,40.7,39.9,41.5,52758.0,45 - 54,,,,,Age (years),45 - 54,Fruits Deficient,Other
2019,US,National,40.5,39.3,41.7,30749.0,,,,"$25,000 - $34,999",,Income,"$25,000 - $34,999",Fruits Deficient,Other
2019,US,National,39.2,38.9,39.5,365134.0,,,,,,Total,Total,Fruits Deficient,Other
2019,US,National,41.6,39.0,44.3,5611.0,,,,,American Indian/Alaska Native,Race/Ethnicity,American Indian/Alaska Native,Fruits Deficient,Other
2019,US,National,39.5,38.7,40.2,74441.0,55 - 64,,,,,Age (years),55 - 64,Fruits Deficient,Other
2019,US,National,42.3,41.8,42.7,165671.0,,,Male,,,Gender,Male,Fruits Deficient,Other
2019,US,National,40.5,39.9,41.1,103029.0,,Some college or technical school,,,,Education,Some college or technical school,Fruits Deficient,Other
2019,US,National,39.4,39.1,39.8,280780.0,,,,,Non-Hispanic White,Race/Ethnicity,Non-Hispanic White,Fruits Deficient,Other
2019,US,National,38.8,37.9,39.6,42575.0,35 - 44,,,,,Age (years),35 - 44,Fruits Deficient,Other
2019,US,National,40.8,39.9,41.8,42464.0,,,,"$35,000 - $49,999",,Income,"$35,000 - $49,999",Fruits Deficient,Other
2019,US,National,33.1,32.6,33.7,136482.0,65 or older,,,,,Age (years),65 or older,Fruits Deficient,Other
2019,US,National,36.3,35.8,36.7,199463.0,,,Female,,,Gender,Female,Fruits Deficient,Other
2019,US,National,39.8,38.9,40.7,50128.0,,,,"$50,000 - $74,999",,Income,"$50,000 - $74,999",Fruits Deficient,Other
2019,US,National,37.4,32.0,43.1,1189.0,,,,,Hawaiian/Pacific Islander,Race/Ethnicity,Hawaiian/Pacific Islander,Fruits Deficient,Other
